0, -0.000000, -0.000000, -3.141593
1, -0.577467, -0.365333, -2.612782
2, -0.668131, -0.416289, -2.623517
3, -0.757304, -0.465489, -2.632874
4, -0.865036, -0.524907, -2.632424
5, -0.922528, -0.580885, -2.582695
6, -1.004533, -0.649555, -2.493419
7, -1.106332, -0.742917, -2.441226
8, -1.178851, -0.812688, -2.391900
9, -1.248384, -0.922820, -2.297533
10, -1.305210, -1.011488, -2.200632
11, -1.382250, -1.115124, -2.101422
12, -1.428082, -1.225010, -2.004455
13, -1.448252, -1.327773, -1.898417
14, -1.468061, -1.443311, -1.799699
15, -1.494915, -1.556428, -1.696034
16, -1.491874, -1.659456, -1.597235
17, -1.490129, -1.763142, -1.574955
18, -1.517918, -1.881632, -1.561082
19, -1.514637, -2.003382, -1.544359
20, -1.482205, -2.102904, -1.475853
21, -1.458491, -2.206621, -1.391968
22, -1.426343, -2.335562, -1.305498
23, -1.388339, -2.440715, -1.257330
24, -1.368625, -2.550832, -1.254581
25, -1.332790, -2.653874, -1.245215
26, -1.297699, -2.753972, -1.236014
27, -1.192947, -2.912628, -1.220039
28, -1.153880, -3.014528, -1.210676
29, -1.070352, -3.104985, -1.176863
30, -1.017177, -3.188626, -1.073806
31, -0.971938, -3.283348, -0.991147
32, -0.902656, -3.372959, -0.937874
33, -0.809959, -3.487943, -0.854974
34, -0.728302, -3.573286, -0.820582
35, -0.677729, -3.627151, -0.766112
36, -0.604755, -3.685245, -0.703166
37, -0.521026, -3.748582, -0.639921
38, -0.436362, -3.804672, -0.608710
39, -0.356061, -3.860314, -0.583025
40, -0.251706, -3.922698, -0.557409
41, -0.119939, -3.999338, -0.553223
42, -0.012714, -4.061503, -0.536961
43, 0.075619, -4.104190, -0.493206
44, 0.178872, -4.141800, -0.453716
45, 0.276629, -4.187418, -0.442362
46, 0.381466, -4.234245, -0.427572
47, 0.495564, -4.284017, -0.416834
48, 0.618845, -4.338029, -0.405526
49, 0.737156, -4.386418, -0.394788
50, 0.837522, -4.426634, -0.385431
51, 0.963493, -4.463687, -0.368053
52, 1.083250, -4.507718, -0.357313
53, 1.185469, -4.552026, -0.341094
54, 1.281698, -4.587466, -0.352432
55, 1.364456, -4.626076, -0.399700
56, 1.466768, -4.684672, -0.480696
57, 1.589826, -4.758750, -0.531246
58, 1.682020, -4.812698, -0.529158
59, 1.790134, -4.869518, -0.517443
60, 1.878479, -4.930360, -0.567874
61, 1.967011, -4.979946, -0.595514
62, 2.090511, -5.020500, -0.515484
63, 2.182933, -5.054781, -0.411816
64, 2.289862, -5.113068, -0.328771
65, 2.407759, -5.150085, -0.316776
66, 2.538332, -5.205948, -0.313250
67, 2.639773, -5.237373, -0.304363
68, 2.742305, -5.267878, -0.295148
69, 2.834579, -5.264962, -0.272518
70, 2.955693, -5.296643, -0.261941
71, 3.064617, -5.358592, -0.274977
72, 3.184464, -5.440374, -0.299083
73, 3.306600, -5.475976, -0.288498
74, 3.411769, -5.505109, -0.279140
75, 3.543648, -5.528026, -0.256517
76, 3.703374, -5.549639, -0.230883
77, 3.802277, -5.568085, -0.211249
78, 3.881644, -5.587228, -0.247076
79, 3.987762, -5.627970, -0.329550
80, 4.098196, -5.669106, -0.338194
81, 4.226775, -5.710492, -0.323574
82, 4.345768, -5.749195, -0.301495
83, 4.442759, -5.776253, -0.265605
84, 4.544591, -5.801388, -0.252241
85, 4.702588, -5.798974, -0.195131
86, 4.828303, -5.822030, -0.184392
87, 4.937746, -5.860029, -0.202045
88, 5.050897, -5.887380, -0.227036
89, 5.171756, -5.935793, -0.253710
90, 5.277959, -5.977963, -0.267214
91, 5.397032, -6.010213, -0.262096
92, 5.520420, -6.042701, -0.262096
93, 5.625455, -6.071144, -0.262096
94, 5.746639, -6.103936, -0.262096
95, 5.916458, -6.126690, -0.221421
96, 6.038076, -6.154245, -0.221421
97, 6.162132, -6.185699, -0.230310
98, 6.286635, -6.215204, -0.231689
99, 6.376180, -6.244510, -0.236248
100, 6.486235, -6.273369, -0.235304
101, 6.613161, -6.305550, -0.234864
102, 6.739416, -6.341738, -0.236815
103, 6.829421, -6.365648, -0.237834
104, 6.933806, -6.391887, -0.236969
105, 7.058010, -6.420227, -0.226541
106, 7.158946, -6.445086, -0.224289
107, 7.297692, -6.476601, -0.209136
108, 7.411009, -6.499699, -0.196332
109, 7.515475, -6.518582, -0.185596
110, 7.647698, -6.553171, -0.204229
111, 7.743658, -6.578624, -0.241807
112, 7.851621, -6.612211, -0.283066
113, 8.001792, -6.668896, -0.312185
114, 8.093229, -6.704949, -0.354514
115, 8.245669, -6.763680, -0.389653
116, 8.346895, -6.813349, -0.431067
117, 8.506227, -6.870027, -0.454922
118, 8.621928, -6.902108, -0.359745
119, 8.713546, -6.927630, -0.307887
120, 8.782828, -6.918453, -0.254417
121, 8.946341, -6.966729, -0.248586
122, 9.061429, -6.996329, -0.244029
123, 9.150492, -7.030661, -0.249402
124, 9.266935, -7.062864, -0.250720
125, 9.353478, -7.085204, -0.250720
126, 9.378564, -7.153039, -0.306226
127, 9.463622, -7.180213, -0.306226
128, 9.592003, -7.193231, -0.247141
129, 9.716273, -7.217621, -0.231144
130, 9.863794, -7.252207, -0.220188
131, 9.993660, -7.279108, -0.209357
132, 10.137243, -7.302053, -0.190239
133, 10.264730, -7.323529, -0.178485
134, 10.372081, -7.341015, -0.170504
135, 10.458524, -7.354749, -0.161455
136, 10.518917, -7.367566, -0.157373
137, 10.640334, -7.384785, -0.147181
138, 10.737417, -7.398020, -0.135535
139, 10.872222, -7.424469, -0.149480
140, 10.983410, -7.455556, -0.225480
141, 11.176128, -7.502437, -0.221495
142, 11.301213, -7.529337, -0.212250
143, 11.426225, -7.556575, -0.201490
144, 11.536180, -7.594462, -0.284095
145, 11.676091, -7.603427, -0.253586
146, 11.779118, -7.629446, -0.250575
147, 11.881921, -7.655603, -0.249088
148, 12.005802, -7.718842, -0.267563
149, 12.105740, -7.744153, -0.256529
150, 12.103944, -7.725623, -0.223341
151, 12.226640, -7.751323, -0.214291
152, 12.335069, -7.775422, -0.214132
153, 12.506943, -7.843485, -0.246321
154, 12.629259, -7.873027, -0.243755
155, 12.753418, -7.904184, -0.243292
156, 12.872516, -7.956012, -0.253631
157, 12.978065, -7.982904, -0.253631
158, 13.118773, -8.025394, -0.250903
159, 13.234467, -8.050025, -0.222545
160, 13.371685, -8.063503, -0.190042
161, 13.493324, -8.086346, -0.186206
162, 13.609180, -8.115465, -0.199861
